values,cards,winlose,winlosecolor,MoneyTrigger,ChoiceTrigger,FeedbackTrigger,TrialPractice.thisRepN,TrialPractice.thisTrialN,TrialPractice.thisN,TrialPractice.thisIndex,Trial.thisRepN,Trial.thisTrialN,Trial.thisN,Trial.thisIndex,example2.started,example2.stopped,jitter,Fixation_prac.started,Fixation_prac.stopped,Money_prac.started,Money_prac.stopped,Choice_prac.started,Choice_prac.stopped,choice_prac.keys,choice_prac.rt,FeedbackSlide_prac.started,FeedbackSlide_prac.stopped,Fixation.started,Fixation.stopped,Money.started,Money.stopped,Choice.started,Choice.stopped,choice_resp.keys,choice_resp.rt,choice_resp.started,choice_resp.stopped,Square1.started,Square1.stopped,Square2.started,Square2.stopped,MoneyWon,FeedbackSlide.started,FeedbackSlide.stopped,square5.started,square5.stopped,square4.started,square4.stopped,Break_Text.started,Break_Text.stopped,Key_Response_Break.keys,Key_Response_Break.rt,text_2.started,text_2.stopped,participant,session,EEGPort,LogFilesFolder,date,expName,psychopyVersion,frameRate,
10,5,o,#3ced1d,19,15,111,,,,,0,22,22,152,,,4.229087346931115,,,,,,,,,,,546.1728329408852,550.4098004816715,550.393119598979,550.8935495802871,550.8935495802871,None,2,0.9537551311877905,550.8935495802871,None,550.393119598979,550.8935495802871,550.8935495802871,None,1100,553.8794509191212,None,551.894408376058,553.8961318018137,553.8794509191212,None,None,None,None,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1002,Gambling,2020.1.3,59.96553961966104,
50,4,o,#3ced1d,59,54,151,,,,,0,23,23,83,,,4.372841576063828,,,,,,,,,,,554.913686357515,559.3007719243797,559.2674101589928,559.767838098327,559.767838098327,None,2,1.08135106311056,559.767838098327,None,559.2674101589928,559.767838098327,559.767838098327,None,1150,562.8538206493704,None,560.8687871493348,562.8705018237742,562.8538206493704,None,None,None,None,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1002,Gambling,2020.1.3,59.96553961966104,
50,5,o,#3ced1d,59,55,151,,,,,0,24,24,171,,,2.821310304203183,,,,,,,,,,,563.871364120072,566.7071305136196,566.6904537148748,567.1908790288144,567.1908790288144,None,4,1.3442102462740877,567.1908790288144,None,566.6904537148748,567.1908790288144,567.1908790288144,None,1200,570.543758620046,None,568.5587216194835,570.560449712606,570.543758620046,None,None,None,None,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1002,Gambling,2020.1.3,59.96553961966104,
0,5,o,#3ced1d,9,5,101,,,,,0,25,25,106,,,3.656832414728857,,,,,,,,,,,571.5613061746953,575.2311216619564,575.1977645639399,575.6981863773526,575.6981863773526,None,4,0.959796747778455,575.6981863773526,None,575.1977645639399,575.6981863773526,575.6981863773526,None,1200,578.6674056666507,None,576.6823654572727,578.6840839239503,578.6674056666507,None,None,None,None,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1002,Gambling,2020.1.3,59.96553961966104,
10,5,x,#ed1c24,19,15,110,,,,,0,26,26,162,,,2.7891907002346983,,,,,,,,,,,579.6682644624234,582.4706708408503,582.4373073252009,582.937735847956,582.937735847956,None,4,0.5751606741559954,582.937735847956,None,582.4373073252009,582.937735847956,582.937735847956,None,1190,585.5399739677523,None,583.5549422179793,585.5566516416293,585.5399739677523,None,None,None,None,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1002,Gambling,2020.1.3,59.96553961966104,
10,5,o,#3ced1d,19,15,111,,,,,0,27,27,138,,,2.887693462500338,,,,,,,,,,,586.5741857775956,589.47668532836,589.4600070710621,589.9604434700013,589.9604434700013,None,2,1.1153563419029524,589.9604434700013,None,589.4600070710621,589.9604434700013,589.9604434700013,None,1200,593.0964602095173,None,591.1114322519807,593.1131445927367,593.0964602095173,None,None,None,None,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1002,Gambling,2020.1.3,59.96553961966104,
10,5,o,#3ced1d,19,15,111,,,,,0,28,28,141,,,2.8520252834200526,,,,,,,,,,,594.1307055660691,596.9831312557326,596.9664503730382,597.4668812294785,597.4668812294785,None,2,0.9728268733051664,597.4668812294785,None,596.9664503730382,597.4668812294785,597.4668812294785,None,1210,600.4527811097596,None,598.4677391501191,600.4694649095582,600.4527811097596,None,None,None,None,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1002,Gambling,2020.1.3,59.96553961966104,
10,4,o,#3ced1d,19,14,111,,,,,0,29,29,36,,,3.9796900053476794,,,,,,,,,,,601.470321663357,605.4570739217797,605.4403959561914,605.9408250623674,605.9408250623674,None,2,1.9767532969126478,605.9408250623674,None,605.4403959561914,605.9408250623674,605.9408250623674,None,1220,609.9275542756586,None,607.9425429456223,609.9442287407201,609.9275542756586,None,None,None,None,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1002,Gambling,2020.1.3,59.96553961966104,
0,4,o,#3ced1d,9,4,101,,,,,0,30,30,12,,,3.5575149514451034,,,,,,,,,,,610.945195469385,614.51485769194,614.4814965099758,614.9819244493083,614.9819244493083,None,2,1.1245516409289849,614.9819244493083,None,614.4814965099758,614.9819244493083,614.9819244493083,None,1220,618.1179680261921,None,616.1329114810251,618.1346302394122,618.1179680261921,None,None,None,None,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1002,Gambling,2020.1.3,59.96553961966104,
50,5,x,#ed1c24,59,55,150,,,,,0,31,31,203,,,3.7472864327226314,,,,,,,,,,,619.1188189457807,622.8720306786108,622.8553527130243,623.3557818192003,623.3557818192003,None,2,1.091584268169754,623.3557818192003,None,622.8553527130243,623.3557818192003,623.3557818192003,None,1170,626.4751252604965,None,624.4900970112503,626.4918183950322,626.4751252604965,None,None,None,None,,,,AU06EL20,1,0xC010,G:\Experimente\CoScience\Tasks\Logfiles\,2022_Mar_01_1002,Gambling,2020.1.3,59.96553961966104,
